pdf,pdf_path,keyword,keyword_is_regex,start,end,context,context_hash,has_action,action_hits
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,318268,318276,"la calle Bernardo de Irigoyen, entre Avenida San Juan e Hipolito Yrigoyen , y por la calle Lima, entre Estados Unidos y Av. Belgrano. No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 106 Articulo 3o.- El tramo aludido en el Articulo 1deg no contara con paradas ni autorizacion para efectuar ascenso y descenso de pasajeros. Articulo 4o.- Publiquese en el Boletin Oficial de la Ciudad de Buenos Aires, comuniquese a la Comision Nacional de Regulacion del Transporte, a la Secretaria de Gestion de Transporte, dependiente del Ministerio de Transporte de la Nacion, a las Direcciones Generales de Transito y Transporte, Planificacion de la Movilidad y Cuerpo de Agentes de Control de Transito y Seguridad Vial. Cumplido, archivese. Mendez RESOLUCION N.o 95/SSREGIC/19 Buenos Aires, 8 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, el Decreto No 1510/1997 Texto consolidado por Ley No 6.017, el Decreto No 2019-58- AJG, la Resolucion 2018-169-SSDECO, el Expediente Electronico No 2019 07243586- GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registros, Interpretacion y Catastro o la que en el futuro la reemplace; Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que los Reglamentos tecnicos del Codigo de Edificacion comprenden y describen un conjunto de procedimientos administrativos reglamentarios para la tramitacion de cualquier gestion vinculada a la construccion, a las instalaciones y exigencias comprendidas en el Codigo de Edificacion, y a las soluciones tecnicas admitidas, de caracter enumerativo y no excluyente, que pueden ser aplicadas",b4c3bd1c06302157479303a0a7e003ca,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,318338,318346,"y por la calle Lima, entre Estados Unidos y Av. Belgrano. No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 106 Articulo 3o.- El tramo aludido en el Articulo 1deg no contara con paradas ni autorizacion para efectuar ascenso y descenso de pasajeros. Articulo 4o.- Publiquese en el Boletin Oficial de la Ciudad de Buenos Aires, comuniquese a la Comision Nacional de Regulacion del Transporte, a la Secretaria de Gestion de Transporte, dependiente del Ministerio de Transporte de la Nacion, a las Direcciones Generales de Transito y Transporte, Planificacion de la Movilidad y Cuerpo de Agentes de Control de Transito y Seguridad Vial. Cumplido, archivese. Mendez RESOLUCION N.o 95/SSREGIC/19 Buenos Aires, 8 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, el Decreto No 1510/1997 Texto consolidado por Ley No 6.017, el Decreto No 2019-58- AJG, la Resolucion 2018-169-SSDECO, el Expediente Electronico No 2019 07243586- GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registros, Interpretacion y Catastro o la que en el futuro la reemplace; Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que los Reglamentos tecnicos del Codigo de Edificacion comprenden y describen un conjunto de procedimientos administrativos reglamentarios para la tramitacion de cualquier gestion vinculada a la construccion, a las instalaciones y exigencias comprendidas en el Codigo de Edificacion, y a las soluciones tecnicas admitidas, de caracter enumerativo y no excluyente, que pueden ser aplicadas por los profesionales de la construccion, y que satisfacen los parametros y principios",6f1540577ce22d04a98e9746c67b6cd0,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,318787,318795,"la Comision Nacional de Regulacion del Transporte, a la Secretaria de Gestion de Transporte, dependiente del Ministerio de Transporte de la Nacion, a las Direcciones Generales de Transito y Transporte, Planificacion de la Movilidad y Cuerpo de Agentes de Control de Transito y Seguridad Vial. Cumplido, archivese. Mendez RESOLUCION N.o 95/SSREGIC/19 Buenos Aires, 8 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, el Decreto No 1510/1997 Texto consolidado por Ley No 6.017, el Decreto No 2019-58- AJG, la Resolucion 2018-169-SSDECO, el Expediente Electronico No 2019 07243586- GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registros, Interpretacion y Catastro o la que en el futuro la reemplace; Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que los Reglamentos tecnicos del Codigo de Edificacion comprenden y describen un conjunto de procedimientos administrativos reglamentarios para la tramitacion de cualquier gestion vinculada a la construccion, a las instalaciones y exigencias comprendidas en el Codigo de Edificacion, y a las soluciones tecnicas admitidas, de caracter enumerativo y no excluyente, que pueden ser aplicadas por los profesionales de la construccion, y que satisfacen los parametros y principios exigidos por el mencionado Codigo; Que los referidos Reglamentos Tecnicos seran actualizados periodicamente mediante numero de version del documento y su fecha de entrada en vigencia, de acuerdo a los avances tecnologicos y cientificos de la actividad constructiva; Que en virtud de las atribuciones conferidas a traves de la presente esta Subsecretaria aprueba los Reglamentos Tecnicos identificados como Informes graficos, los cuales",42753fd318ac0bc2bd4986dd6598f6c2,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,318945,318953,"Transito y Transporte, Planificacion de la Movilidad y Cuerpo de Agentes de Control de Transito y Seguridad Vial. Cumplido, archivese. Mendez RESOLUCION N.o 95/SSREGIC/19 Buenos Aires, 8 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, el Decreto No 1510/1997 Texto consolidado por Ley No 6.017, el Decreto No 2019-58- AJG, la Resolucion 2018-169-SSDECO, el Expediente Electronico No 2019 07243586- GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registros, Interpretacion y Catastro o la que en el futuro la reemplace; Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que los Reglamentos tecnicos del Codigo de Edificacion comprenden y describen un conjunto de procedimientos administrativos reglamentarios para la tramitacion de cualquier gestion vinculada a la construccion, a las instalaciones y exigencias comprendidas en el Codigo de Edificacion, y a las soluciones tecnicas admitidas, de caracter enumerativo y no excluyente, que pueden ser aplicadas por los profesionales de la construccion, y que satisfacen los parametros y principios exigidos por el mencionado Codigo; Que los referidos Reglamentos Tecnicos seran actualizados periodicamente mediante numero de version del documento y su fecha de entrada en vigencia, de acuerdo a los avances tecnologicos y cientificos de la actividad constructiva; Que en virtud de las atribuciones conferidas a traves de la presente esta Subsecretaria aprueba los Reglamentos Tecnicos identificados como Informes graficos, los cuales forman parte integrante de la presente; No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 107 Que los Reglamentos Tecnicos se identifican numericamente",08b8ba2bc820095e4a3389616ffabce0,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,319227,319235,"Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, el Decreto No 1510/1997 Texto consolidado por Ley No 6.017, el Decreto No 2019-58- AJG, la Resolucion 2018-169-SSDECO, el Expediente Electronico No 2019 07243586- GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registros, Interpretacion y Catastro o la que en el futuro la reemplace; Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que los Reglamentos tecnicos del Codigo de Edificacion comprenden y describen un conjunto de procedimientos administrativos reglamentarios para la tramitacion de cualquier gestion vinculada a la construccion, a las instalaciones y exigencias comprendidas en el Codigo de Edificacion, y a las soluciones tecnicas admitidas, de caracter enumerativo y no excluyente, que pueden ser aplicadas por los profesionales de la construccion, y que satisfacen los parametros y principios exigidos por el mencionado Codigo; Que los referidos Reglamentos Tecnicos seran actualizados periodicamente mediante numero de version del documento y su fecha de entrada en vigencia, de acuerdo a los avances tecnologicos y cientificos de la actividad constructiva; Que en virtud de las atribuciones conferidas a traves de la presente esta Subsecretaria aprueba los Reglamentos Tecnicos identificados como Informes graficos, los cuales forman parte integrante de la presente; No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 107 Que los Reglamentos Tecnicos se identifican numericamente a traves de 3 (tres) series de digitos de acuerdo a la siguiente especificacion: [RT-000000-000000-00]; Que a los efectos de referenciar las series, se establece que la primer serie de 6 (seis) digitos corresponde a los articulos del Codigo de Edificacion, la segunda",49d7bd68f1f8799451e99f370b831914,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,320791,320799,"Codigo de Edificacion, y a las soluciones tecnicas admitidas, de caracter enumerativo y no excluyente, que pueden ser aplicadas por los profesionales de la construccion, y que satisfacen los parametros y principios exigidos por el mencionado Codigo; Que los referidos Reglamentos Tecnicos seran actualizados periodicamente mediante numero de version del documento y su fecha de entrada en vigencia, de acuerdo a los avances tecnologicos y cientificos de la actividad constructiva; Que en virtud de las atribuciones conferidas a traves de la presente esta Subsecretaria aprueba los Reglamentos Tecnicos identificados como Informes graficos, los cuales forman parte integrante de la presente; No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 107 Que los Reglamentos Tecnicos se identifican numericamente a traves de 3 (tres) series de digitos de acuerdo a la siguiente especificacion: [RT-000000-000000-00]; Que a los efectos de referenciar las series, se establece que la primer serie de 6 (seis) digitos corresponde a los articulos del Codigo de Edificacion, la segunda serie de 6 (seis) digitos refiere al indice de los Reglamentos Tecnicos y la tercer serie de 2 (dos) digitos indica un sub tema del topico principal; Que la Direccion General de Registro de Obra s y Catastro, en su caracter de Organo de aplicacion llevara el registro de los Reglamentos Tecnicos, el cual estara publicado en la pagina web oficial del Gobierno de la Ciudad Autonoma de Buenos Aires, a fin de facilitar el acceso y la consulta por parte de los ciudadanos, manteniendo su actualizacion a traves del orden de sus versiones; Que a los efectos de la reglamentacion esta Subsecretaria ha emitido el Informe No IF -2019-7316574SSREGIC, el cual contiene los Reglamentos Tecnicos referidos a: arquitectura - instalaciones sanitarias - proyectos y obras catalogo de elementos de construccion instalaciones mecanicas - instalaciones electricas - arquitectura y estetica instalaciones termicas - instalaciones inflamables instalaciones contra incendio - instalaciones de medios mecanicos de elevacion; Que en referencia a los requisitos procedimentales se ha dado debida intervencion en virtud de lo que establece el Articulo 7 Inc. d) de la Ley de Procedimientos Administrativos de la Ciudad, Decreto No 1510/97, y el Articulo 11 Inc. b) de la Ley No 1218, Texto consolidado por Ley No 6.017 al Organo Asesor de Gobierno, el cual ha emitido Dictamen IF-2019-07574531-GCBA-PGAAIYEP, que luce en no de orden 13 de estos actuados; Que dando cumplimiento con la Resolucion No 2018-169-SSDECO, se",f0c52f89e87df70d925a97a458748605,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,322446,322454,"de sus versiones; Que a los efectos de la reglamentacion esta Subsecretaria ha emitido el Informe No IF -2019-7316574SSREGIC, el cual contiene los Reglamentos Tecnicos referidos a: arquitectura - instalaciones sanitarias - proyectos y obras catalogo de elementos de construccion instalaciones mecanicas - instalaciones electricas - arquitectura y estetica instalaciones termicas - instalaciones inflamables instalaciones contra incendio - instalaciones de medios mecanicos de elevacion; Que en referencia a los requisitos procedimentales se ha dado debida intervencion en virtud de lo que establece el Articulo 7 Inc. d) de la Ley de Procedimientos Administrativos de la Ciudad, Decreto No 1510/97, y el Articulo 11 Inc. b) de la Ley No 1218, Texto consolidado por Ley No 6.017 al Organo Asesor de Gobierno, el cual ha emitido Dictamen IF-2019-07574531-GCBA-PGAAIYEP, que luce en no de orden 13 de estos actuados; Que dando cumplimiento con la Resolucion No 2018-169-SSDECO, se ha dado intervencion a la Subsecretaria de Desarrollo Economico, dependiente del Ministerio de Economia y Finanzas de la Ciudad, la cual se ha expedido mediante Nota NO- 2019-074998923-GCBA-SSDECO incorporada en no de orden 17 de este Legajo; Por ello, y en virtud de las facultades que le fueron conferidas, EL SUBSECRETARIO DE REGISTROS, INTERPRETACION Y CATASTRO RESUELVE: Articulo 1o.- Apruebase la Reglamentacion Tecnica del Codigo de Edificacion de la Ciudad de Buenos Aires contenida en el Informe IF-2019-7316574-SSREGIC, el cual forma parte integrante de la presente Resolucion, referida a los items: ""arquitectura- instalaciones sanitarias-proyectos y obras-catalogo de elementos de construccion- instalaciones mecanicas-instalaciones electricas-arquitectura y estetica instalaciones termicas instalaciones inflamables-instalaciones contra incendio-instalaciones de medios mecanicos de elevacion"". Articulo 2o.- Establezcase que la presente resolucion entrara en vigencia desde el dia siguiente al de su publicacion en el Boletin Oficial de la Ciudad de Buenos Aires. Articulo 3o Encomiendese a la Direccion General de Registro de Obras y Catastro para que lleve el registro de la Reglamentacion Tecnica que por la presente resolucion se aprueba, manteniendo su actualizacion en orden a sus sucesivas versiones. Articulo 4o.- Registrese y Publiquese en el Boletin Oficial de la Ciudad Autonoma de Buenos Aires. Cumplido archivese. Cruz ANEXO No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 108 RESOLUCION N.o 97/SSREGIC/19 Buenos Aires, 13 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, la",d7d7b46cd98ae5700e3e13730a914c1a,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,323238,323246,"Articulo 11 Inc. b) de la Ley No 1218, Texto consolidado por Ley No 6.017 al Organo Asesor de Gobierno, el cual ha emitido Dictamen IF-2019-07574531-GCBA-PGAAIYEP, que luce en no de orden 13 de estos actuados; Que dando cumplimiento con la Resolucion No 2018-169-SSDECO, se ha dado intervencion a la Subsecretaria de Desarrollo Economico, dependiente del Ministerio de Economia y Finanzas de la Ciudad, la cual se ha expedido mediante Nota NO- 2019-074998923-GCBA-SSDECO incorporada en no de orden 17 de este Legajo; Por ello, y en virtud de las facultades que le fueron conferidas, EL SUBSECRETARIO DE REGISTROS, INTERPRETACION Y CATASTRO RESUELVE: Articulo 1o.- Apruebase la Reglamentacion Tecnica del Codigo de Edificacion de la Ciudad de Buenos Aires contenida en el Informe IF-2019-7316574-SSREGIC, el cual forma parte integrante de la presente Resolucion, referida a los items: ""arquitectura- instalaciones sanitarias-proyectos y obras-catalogo de elementos de construccion- instalaciones mecanicas-instalaciones electricas-arquitectura y estetica instalaciones termicas instalaciones inflamables-instalaciones contra incendio-instalaciones de medios mecanicos de elevacion"". Articulo 2o.- Establezcase que la presente resolucion entrara en vigencia desde el dia siguiente al de su publicacion en el Boletin Oficial de la Ciudad de Buenos Aires. Articulo 3o Encomiendese a la Direccion General de Registro de Obras y Catastro para que lleve el registro de la Reglamentacion Tecnica que por la presente resolucion se aprueba, manteniendo su actualizacion en orden a sus sucesivas versiones. Articulo 4o.- Registrese y Publiquese en el Boletin Oficial de la Ciudad Autonoma de Buenos Aires. Cumplido archivese. Cruz ANEXO No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 108 RESOLUCION N.o 97/SSREGIC/19 Buenos Aires, 13 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, la Ley de Procedimientos Administrativos de la Ciudad Autonoma de Buenos Aires (texto consolidado por Ley No 6017), el Decreto No 2019-58-AJG, el Expediente Electronico No 2019 07610385-GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su",41ad438bc3ef4a6e8a8ad528ab30ca28,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,324160,324168,"de elementos de construccion- instalaciones mecanicas-instalaciones electricas-arquitectura y estetica instalaciones termicas instalaciones inflamables-instalaciones contra incendio-instalaciones de medios mecanicos de elevacion"". Articulo 2o.- Establezcase que la presente resolucion entrara en vigencia desde el dia siguiente al de su publicacion en el Boletin Oficial de la Ciudad de Buenos Aires. Articulo 3o Encomiendese a la Direccion General de Registro de Obras y Catastro para que lleve el registro de la Reglamentacion Tecnica que por la presente resolucion se aprueba, manteniendo su actualizacion en orden a sus sucesivas versiones. Articulo 4o.- Registrese y Publiquese en el Boletin Oficial de la Ciudad Autonoma de Buenos Aires. Cumplido archivese. Cruz ANEXO No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 108 RESOLUCION N.o 97/SSREGIC/19 Buenos Aires, 13 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, la Ley de Procedimientos Administrativos de la Ciudad Autonoma de Buenos Aires (texto consolidado por Ley No 6017), el Decreto No 2019-58-AJG, el Expediente Electronico No 2019 07610385-GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registro, Interpretacion y Catastro o la que en el futuro la reemplace. Dichos Reglamentos Tecnicos incluiran soluciones tecnicas y soluciones tecnicas alternativas generadas por los interesados. Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que las Disposiciones Generales que a traves de la presente se aprueban constituyen el conjunto de instrucciones que regularan los Reglamentos Tecnicos del Codigo de Edificacion, que a su vez el indice enuncia los contenidos de modo ilustrativo, de forma",32e7392d0a8225d54a30f4cbe3c75f5a,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,324230,324238,"contra incendio-instalaciones de medios mecanicos de elevacion"". Articulo 2o.- Establezcase que la presente resolucion entrara en vigencia desde el dia siguiente al de su publicacion en el Boletin Oficial de la Ciudad de Buenos Aires. Articulo 3o Encomiendese a la Direccion General de Registro de Obras y Catastro para que lleve el registro de la Reglamentacion Tecnica que por la presente resolucion se aprueba, manteniendo su actualizacion en orden a sus sucesivas versiones. Articulo 4o.- Registrese y Publiquese en el Boletin Oficial de la Ciudad Autonoma de Buenos Aires. Cumplido archivese. Cruz ANEXO No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 108 RESOLUCION N.o 97/SSREGIC/19 Buenos Aires, 13 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, la Ley de Procedimientos Administrativos de la Ciudad Autonoma de Buenos Aires (texto consolidado por Ley No 6017), el Decreto No 2019-58-AJG, el Expediente Electronico No 2019 07610385-GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registro, Interpretacion y Catastro o la que en el futuro la reemplace. Dichos Reglamentos Tecnicos incluiran soluciones tecnicas y soluciones tecnicas alternativas generadas por los interesados. Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que las Disposiciones Generales que a traves de la presente se aprueban constituyen el conjunto de instrucciones que regularan los Reglamentos Tecnicos del Codigo de Edificacion, que a su vez el indice enuncia los contenidos de modo ilustrativo, de forma tal que permita su permanente actualizacion; Que a los efectos de aprobar las",2fdb7c8219adb510304bc55be0194f3f,0,
